iter	Passed	Remaining
1683	7375	14524
1684	7379	14519
1685	7384	14514
1686	7388	14509
1687	7392	14504
1688	7396	14500
1689	7401	14495
1690	7404	14490
1691	7408	14484
1692	7412	14479
1693	7416	14474
1694	7420	14469
1695	7425	14464
1696	7429	14460
1697	7433	14455
1698	7437	14449
1699	7441	14444
1700	7445	14440
1701	7449	14435
1702	7453	14430
1703	7457	14425
1704	7462	14421
1705	7466	14416
1706	7470	14411
1707	7474	14405
1708	7478	14401
1709	7482	14395
1710	7486	14390
1711	7490	14385
1712	7494	14380
1713	7498	14375
1714	7502	14370
1715	7506	14366
1716	7511	14361
1717	7514	14356
1718	7519	14351
1719	7523	14346
1720	7527	14342
1721	7532	14338
1722	7536	14333
1723	7540	14328
1724	7544	14324
1725	7549	14319
1726	7552	14314
1727	7556	14309
1728	7561	14305
1729	7566	14302
1730	7571	14299
1731	7576	14296
1732	7582	14293
1733	7586	14289
1734	7591	14285
1735	7595	14281
1736	7600	14278
1737	7621	14303
1738	7626	14300
1739	7631	14298
1740	7637	14297
1741	7642	14294
1742	7648	14291
1743	7654	14291
1744	7660	14289
1745	7665	14286
1746	7671	14285
1747	7677	14283
1748	7683	14281
1749	7689	14280
1750	7695	14278
1751	7701	14277
1752	7707	14275
1753	7712	14273
1754	7718	14272
1755	7724	14269
1756	7729	14267
1757	7736	14266
1758	7741	14263
1759	7746	14260
1760	7751	14256
1761	7756	14253
1762	7761	14250
1763	7766	14247
1764	7770	14242
1765	7774	14237
1766	7778	14232
1767	7782	14227
1768	7786	14222
1769	7791	14218
1770	7795	14213
1771	7801	14210
1772	7805	14205
1773	7809	14201
1774	7813	14196
1775	7817	14191
1776	7822	14187
1777	7826	14182
1778	7830	14177
1779	7834	14173
1780	7839	14168
1781	7843	14164
1782	7847	14158
1783	7852	14155
1784	7855	14149
1785	7860	14144
1786	7864	14140
1787	7868	14135
1788	7872	14130
1789	7876	14124
1790	7880	14120
1791	7886	14117
1792	7890	14112
1793	7894	14107
1794	7899	14103
1795	7903	14099
1796	7907	14094
1797	7911	14089
1798	7916	14086
1799	7920	14081
1800	7925	14076
1801	7929	14073
1802	7934	14069
1803	7938	14064
1804	7943	14060
1805	7948	14057
1806	7953	14053
1807	7957	14048
1808	7961	14044
1809	7966	14039
1810	7970	14034
1811	7973	14029
1812	7978	14025
1813	7982	14020
1814	7986	14015
1815	7991	14010
1816	7995	14006
1817	7999	14001
1818	8003	13996
1819	8007	13991
1820	8012	13987
1821	8016	13982
1822	8020	13976
1823	8024	13972
1824	8028	13967
1825	8032	13962
1826	8036	13958
1827	8040	13952
1828	8045	13948
1829	8049	13943
1830	8053	13938
1831	8057	13934
1832	8061	13928
1833	8065	13923
1834	8069	13919
1835	8074	13914
1836	8078	13910
1837	8082	13904
1838	8086	13899
1839	8090	13895
1840	8095	13890
1841	8099	13886
1842	8103	13881
1843	8108	13877
1844	8112	13872
1845	8116	13867
1846	8120	13862
1847	8125	13859
1848	8129	13853
1849	8133	13848
1850	8137	13844
1851	8142	13840
1852	8146	13835
1853	8150	13830
1854	8154	13825
1855	8158	13820
1856	8162	13815
1857	8166	13810
1858	8170	13805
1859	8175	13800
1860	8179	13795
1861	8183	13791
1862	8187	13785
1863	8191	13781
1864	8195	13776
1865	8199	13770
1866	8203	13765
1867	8208	13762
1868	8212	13757
1869	8216	13752
1870	8220	13747
1871	8225	13743
1872	8229	13738
1873	8233	13733
1874	8237	13729
1875	8242	13724
1876	8245	13719
1877	8249	13714
1878	8254	13710
1879	8258	13705
1880	8262	13700
1881	8266	13695
1882	8270	13691
1883	8275	13686
1884	8279	13681
1885	8283	13676
1886	8287	13671
1887	8291	13667
1888	8296	13663
1889	8300	13657
1890	8304	13653
1891	8308	13648
1892	8311	13642
1893	8316	13637
1894	8321	13634
1895	8325	13629
1896	8329	13625
1897	8334	13620
1898	8338	13616
1899	8343	13612
1900	8348	13609
1901	8353	13605
1902	8357	13601
1903	8362	13597
1904	8368	13595
1905	8372	13591
1906	8376	13586
1907	8381	13582
1908	8385	13578
1909	8390	13573
1910	8394	13568
1911	8398	13563
1912	8402	13559
1913	8407	13555
1914	8411	13550
1915	8416	13546
1916	8420	13541
1917	8424	13537
1918	8429	13533
1919	8434	13529
1920	8438	13524
1921	8442	13520
1922	8446	13515
1923	8451	13511
1924	8455	13506
1925	8459	13501
1926	8463	13497
1927	8468	13493
1928	8473	13490
1929	8477	13485
1930	8482	13481
1931	8487	13477
1932	8491	13472
1933	8495	13467
1934	8500	13464
1935	8504	13459
1936	8508	13454
1937	8512	13450
1938	8517	13445
1939	8521	13440
1940	8525	13436
1941	8529	13431
1942	8533	13426
1943	8537	13421
1944	8541	13416
1945	8546	13412
1946	8550	13407
1947	8554	13402
1948	8558	13397
1949	8562	13393
1950	8566	13388
1951	8570	13383
1952	8575	13378
1953	8595	13398
1954	8599	13394
1955	8603	13389
1956	8607	13384
1957	8612	13380
1958	8616	13375
1959	8620	13370
1960	8623	13364
1961	8628	13360
1962	8632	13354
1963	8635	13349
1964	8639	13344
1965	8644	13340
1966	8648	13334
1967	8652	13330
1968	8655	13324
1969	8660	13320
1970	8664	13315
1971	8668	13310
1972	8672	13306
1973	8677	13301
1974	8681	13296
1975	8685	13291
1976	8689	13286
1977	8694	13283
1978	8698	13278
1979	8702	13273
1980	8706	13268
1981	8711	13265
1982	8715	13260
1983	8719	13255
1984	8724	13250
1985	8728	13246
1986	8732	13240
1987	8736	13236
1988	8740	13230
1989	8744	13226
1990	8748	13220
1991	8752	13216
1992	8756	13211
1993	8760	13206
1994	8764	13201
1995	8768	13196
1996	8772	13191
1997	8776	13186
1998	8780	13181
1999	8784	13177
2000	8789	13173
2001	8793	13168
2002	8797	13163
2003	8801	13158
2004	8805	13154
2005	8809	13149
2006	8814	13144
2007	8817	13139
2008	8822	13134
2009	8826	13130
2010	8830	13125
2011	8834	13120
2012	8839	13116
2013	8843	13111
2014	8847	13106
2015	8851	13102
2016	8856	13098
2017	8861	13094
2018	8864	13088
2019	8869	13084
2020	8875	13082
2021	8880	13079
2022	8885	13075
2023	8889	13071
2024	8894	13066
2025	8899	13064
2026	8904	13060
2027	8909	13056
2028	8914	13053
2029	8918	13048
2030	8923	13045
2031	8929	13042
2032	8934	13039
2033	8939	13036
2034	8944	13031
2035	8951	13031
2036	8955	13027
2037	8960	13023
2038	8965	13019
2039	8969	13015
2040	8974	13011
2041	8981	13009
2042	8986	13007
2043	8991	13003
2044	8996	13000
2045	9001	12996
2046	9005	12991
2047	9011	12988
2048	9016	12986
2049	9021	12982
2050	9026	12978
2051	9032	12977
2052	9038	12974
2053	9044	12972
2054	9050	12970
2055	9055	12967
2056	9061	12964
2057	9067	12962
2058	9072	12959
2059	9077	12955
2060	9082	12951
2061	9086	12947
2062	9091	12943
2063	9096	12939
2064	9100	12934
2065	9104	12929
2066	9109	12925
2067	9114	12922
2068	9119	12918
2069	9122	12913
2070	9127	12909
2071	9133	12906
2072	9137	12901
2073	9141	12897
2074	9146	12893
2075	9150	12887
2076	9154	12883
2077	9159	12879
2078	9163	12875
2079	9167	12870
2080	9171	12865
2081	9175	12860
2082	9179	12855
2083	9184	12850
2084	9187	12845
2085	9192	12841
2086	9196	12836
2087	9200	12831
2088	9204	12826
2089	9208	12822
2090	9213	12817
2091	9217	12812
2092	9221	12807
2093	9226	12804
2094	9230	12799
2095	9234	12794
2096	9238	12789
2097	9243	12785
2098	9247	12780
2099	9251	12776
2100	9256	12772
2101	9261	12768
2102	9265	12763
2103	9269	12758
2104	9274	12755
2105	9278	12750
2106	9282	12745
2107	9287	12741
2108	9291	12736
2109	9295	12731
2110	9299	12727
2111	9304	12723
2112	9308	12718
2113	9313	12713
2114	9317	12709
2115	9322	12705
2116	9326	12701
2117	9332	12698
2118	9337	12695
2119	9342	12691
2120	9361	12707
2121	9365	12702
2122	9370	12697
2123	9373	12692
2124	9378	12688
2125	9382	12683
2126	9386	12678
2127	9390	12674
2128	9394	12668
2129	9398	12663
2130	9403	12659
2131	9407	12654
2132	9410	12649
2133	9414	12644
2134	9419	12639
2135	9423	12634
2136	9426	12629
2137	9431	12625
2138	9435	12620
2139	9439	12615
2140	9443	12610
2141	9447	12605
2142	9451	12601
2143	9456	12596
2144	9459	12591
2145	9463	12586
2146	9468	12582
2147	9473	12578
2148	9477	12573
2149	9481	12568
2150	9485	12563
2151	9489	12558
2152	9493	12553
2153	9497	12548
2154	9501	12544
2155	9506	12539
2156	9510	12534
2157	9515	12531
2158	9519	12526
2159	9523	12522
2160	9528	12517
2161	9532	12512
2162	9536	12508
2163	9540	12502
2164	9544	12497
2165	9548	12493
2166	9552	12488
2167	9556	12483
2168	9560	12478
2169	9564	12473
2170	9568	12469
2171	9572	12463
2172	9576	12458
2173	9580	12454
2174	9584	12449
2175	9588	12443
2176	9592	12438
2177	9596	12434
2178	9600	12429
2179	9604	12424
2180	9608	12419
2181	9613	12415
2182	9617	12410
2183	9621	12405
2184	9625	12400
2185	9629	12395
2186	9633	12390
2187	9637	12386
2188	9641	12381
2189	9646	12377
2190	9650	12372
2191	9654	12367
2192	9658	12363
2193	9663	12358
2194	9667	12353
2195	9670	12348
2196	9674	12343
2197	9679	12339
2198	9683	12334
2199	9687	12329
2200	9691	12324
2201	9696	12320
2202	9700	12315
2203	9704	12311
2204	9708	12306
2205	9712	12301
2206	9717	12297
2207	9720	12292
2208	9724	12287
2209	9729	12282
2210	9733	12278
2211	9737	12273
2212	9742	12269
2213	9746	12264
2214	9751	12260
2215	9755	12255
2216	9759	12251
2217	9764	12246
2218	9768	12242
2219	9772	12237
2220	9777	12233
2221	9781	12229
2222	9785	12223
2223	9789	12218
2224	9793	12214
2225	9797	12209
2226	9801	12204
2227	9805	12199
2228	9810	12195
2229	9814	12190
2230	9818	12185
2231	9821	12180
2232	9826	12175
2233	9829	12170
2234	9834	12166
2235	9838	12161
2236	9842	12156
2237	9846	12151
2238	9850	12147
2239	9854	12142
2240	9859	12138
2241	9863	12133
2242	9867	12128
2243	9871	12123
2244	9876	12119
2245	9880	12115
2246	9884	12110
2247	9889	12106
2248	9893	12101
2249	9897	12096
2250	9901	12091
2251	9905	12087
2252	9909	12082
2253	9914	12078
2254	9917	12073
2255	9922	12068
2256	9926	12064
2257	9929	12058
2258	9933	12053
2259	9937	12048
2260	9941	12043
2261	9945	12038
2262	9949	12033
2263	9953	12028
2264	9957	12023
2265	9961	12018
2266	9964	12013
2267	9969	12008
2268	9972	12003
2269	9976	11998
2270	9980	11993
2271	9985	11989
2272	9989	11984
2273	9993	11979
2274	9997	11975
2275	10001	11970
2276	10006	11966
2277	10010	11961
2278	10014	11956
2279	10018	11952
2280	10023	11947
2281	10027	11942
2282	10031	11937
2283	10035	11933
2284	10039	11929
2285	10043	11924
2286	10047	11919
2287	10051	11914
2288	10055	11909
2289	10059	11904
2290	10064	11900
2291	10068	11895
2292	10072	11890
2293	10075	11885
2294	10079	11880
2295	10083	11875
2296	10087	11870
2297	10091	11865
2298	10095	11860
2299	10099	11855
2300	10103	11850
2301	10107	11846
2302	10111	11841
2303	10115	11836
2304	10119	11831
2305	10123	11826
2306	10127	11821
2307	10131	11817
2308	10135	11812
2309	10139	11807
2310	10144	11803
2311	10147	11798
2312	10153	11795
2313	10159	11793
2314	10164	11789
2315	10169	11785
2316	10174	11781
2317	10179	11777
2318	10182	11772
2319	10189	11770
2320	10194	11766
2321	10199	11762
2322	10203	11758
2323	10210	11757
2324	10216	11753
2325	10220	11750
2326	10226	11747
2327	10232	11744
2328	10237	11740
2329	10242	11737
2330	10248	11734
2331	10254	11732
2332	10259	11728
2333	10265	11726
2334	10270	11722
2335	10276	11719
2336	10282	11716
2337	10288	11714
2338	10293	11710
2339	10299	11708
2340	10304	11704
2341	10309	11700
2342	10315	11698
2343	10323	11698
2344	10329	11694
2345	10336	11693
2346	10342	11691
2347	10347	11687
2348	10351	11682
2349	10357	11679
2350	10360	11674
2351	10366	11670
2352	10370	11666
2353	10374	11661
2354	10378	11656
2355	10382	11651
2356	10386	11646
2357	10390	11642
2358	10394	11637
2359	10399	11633
2360	10404	11629
2361	10409	11625
2362	10413	11620
2363	10417	11615
2364	10421	11611
2365	10425	11606
2366	10429	11601
2367	10434	11597
2368	10439	11593
2369	10443	11589
2370	10447	11584
2371	10451	11580
2372	10455	11575
2373	10460	11571
2374	10465	11567
2375	10470	11563
2376	10474	11558
2377	10478	11553
2378	10482	11549
2379	10487	11544
2380	10490	11539
2381	10495	11534
2382	10498	11529
2383	10502	11524
2384	10506	11519
2385	10510	11515
2386	10515	11510
2387	10519	11506
2388	10524	11502
2389	10528	11497
2390	10532	11492
2391	10536	11488
2392	10540	11483
2393	10544	11478
2394	10549	11474
2395	10553	11469
2396	10557	11464
2397	10561	11460
2398	10566	11455
2399	10570	11451
2400	10574	11446
2401	10578	11441
2402	10582	11437
2403	10587	11432
2404	10590	11427
2405	10594	11422
2406	10599	11418
2407	10603	11413
2408	10607	11409
2409	10611	11404
2410	10616	11400
2411	10620	11395
2412	10624	11390
2413	10628	11385
2414	10632	11380
2415	10636	11376
2416	10640	11371
2417	10645	11367
2418	10649	11362
2419	10653	11357
2420	10657	11353
2421	10663	11349
2422	10666	11344
2423	10670	11339
2424	10675	11335
2425	10679	11331
2426	10683	11326
2427	10687	11321
2428	10691	11316
2429	10695	11312
2430	10699	11306
2431	10703	11301
2432	10707	11297
2433	10711	11292
2434	10715	11287
2435	10720	11283
2436	10723	11278
2437	10728	11273
2438	10731	11268
2439	10735	11263
2440	10739	11258
2441	10743	11254
2442	10748	11249
2443	10752	11244
2444	10756	11240
2445	10760	11235
2446	10764	11231
2447	10768	11226
2448	10772	11221
2449	10778	11218
2450	10782	11213
2451	10785	11208
2452	10789	11203
2453	10794	11199
2454	10798	11194
2455	10802	11189
2456	10806	11184
2457	10810	11180
2458	10815	11175
2459	10819	11171
2460	10823	11166
2461	10827	11161
2462	10861	11187
2463	10865	11182
2464	10868	11177
2465	10873	11172
2466	10877	11168
2467	10881	11163
2468	10885	11159
2469	10889	11154
2470	10894	11149
2471	10898	11145
2472	10902	11140
2473	10907	11136
2474	10911	11131
2475	10915	11127
2476	10919	11122
2477	10923	11117
2478	10927	11112
2479	10931	11108
2480	10936	11103
2481	10940	11099
2482	10944	11094
2483	10949	11090
2484	10954	11086
2485	10958	11081
2486	10962	11076
2487	10966	11071
2488	10970	11067
2489	10974	11062
2490	10978	11057
2491	10982	11052
2492	10986	11047
2493	10990	11043
2494	10994	11038
2495	10998	11033
2496	11001	11028
2497	11006	11023
2498	11010	11018
2499	11013	11013
2500	11017	11009
2501	11022	11004
2502	11030	11004
2503	11034	10999
2504	11039	10995
2505	11043	10990
2506	11047	10985
2507	11051	10980
2508	11055	10975
2509	11059	10971
2510	11063	10966
2511	11067	10961
2512	11072	10957
2513	11076	10953
2514	11080	10948
2515	11084	10943
2516	11088	10938
2517	11092	10934
2518	11096	10929
2519	11101	10925
2520	11105	10920
2521	11109	10915
2522	11113	10910
2523	11117	10906
2524	11121	10901
2525	11126	10897
2526	11130	10892
2527	11134	10888
2528	11138	10883
2529	11142	10878
2530	11146	10873
2531	11151	10869
2532	11155	10864
2533	11159	10860
2534	11163	10855
2535	11168	10851
2536	11172	10846
2537	11176	10841
2538	11180	10836
2539	11184	10832
2540	11188	10827
2541	11192	10822
2542	11196	10817
2543	11200	10813
2544	11204	10808
2545	11208	10803
2546	11212	10798
2547	11216	10793
2548	11220	10788
2549	11224	10784
2550	11228	10779
2551	11233	10775
2552	11237	10770
2553	11241	10766
2554	11245	10761
2555	11250	10757
2556	11254	10752
2557	11258	10747
2558	11262	10743
2559	11267	10739
2560	11271	10734
2561	11274	10729
2562	11278	10724
2563	11283	10720
2564	11287	10715
2565	11291	10710
2566	11295	10705
2567	11299	10701
2568	11303	10696
2569	11307	10691
2570	11311	10686
2571	11315	10682
2572	11319	10677
2573	11323	10672
2574	11327	10667
2575	11331	10663
2576	11336	10658
2577	11340	10653
2578	11344	10649
2579	11348	10645
2580	11352	10640
2581	11356	10635
2582	11361	10631
2583	11365	10626
2584	11370	10622
2585	11375	10618
2586	11380	10614
2587	11384	10610
2588	11389	10606
2589	11393	10602
2590	11398	10597
2591	11402	10592
2592	11406	10588
2593	11410	10583
2594	11414	10578
2595	11418	10573
2596	11422	10569
2597	11426	10564
2598	11430	10560
2599	11435	10555
2600	11439	10551
2601	11444	10546
2602	11447	10541
2603	11452	10537
2604	11456	10533
2605	11460	10528
2606	11464	10523
2607	11468	10518
2608	11473	10514
2609	11477	10509
2610	11481	10505
2611	11485	10500
2612	11489	10496
2613	11494	10491
2614	11497	10486
2615	11501	10481
2616	11506	10477
2617	11510	10472
2618	11514	10467
2619	11517	10462
2620	11522	10458
2621	11526	10454
2622	11530	10449
2623	11534	10444
2624	11539	10440
2625	11543	10435
2626	11547	10431
2627	11552	10426
2628	11557	10422
2629	11561	10418
2630	11565	10414
2631	11572	10411
2632	11576	10407
2633	11580	10402
2634	11586	10399
2635	11591	10395
2636	11595	10390
2637	11600	10386
2638	11604	10382
2639	11608	10377
2640	11612	10372
2641	11616	10368
2642	11621	10364
2643	11626	10359
2644	11630	10355
2645	11634	10350
2646	11638	10346
2647	11643	10341
2648	11646	10336
2649	11651	10332
2650	11655	10327
2651	11659	10323
2652	11664	10319
2653	11669	10315
2654	11673	10310
2655	11678	10306
2656	11683	10303
2657	11688	10298
2658	11692	10293
2659	11696	10289
2660	11700	10284
2661	11704	10280
2662	11708	10275
2663	11712	10270
2664	11717	10266
2665	11721	10261
2666	11725	10256
2667	11729	10252
2668	11733	10247
2669	11738	10243
2670	11742	10238
2671	11746	10233
2672	11750	10229
2673	11754	10225
2674	11759	10220
2675	11763	10215
2676	11767	10211
2677	11771	10206
2678	11775	10201
2679	11779	10197
2680	11783	10192
2681	11787	10187
2682	11791	10183
2683	11795	10178
2684	11799	10173
2685	11803	10168
2686	11807	10164
2687	11811	10159
2688	11815	10154
2689	11819	10149
2690	11823	10145
2691	11827	10140
2692	11831	10135
2693	11835	10131
2694	11839	10126
2695	11843	10121
2696	11847	10116
2697	11851	10111
2698	11855	10107
2699	11859	10102
2700	11863	10097
2701	11867	10093
2702	11871	10088
2703	11875	10083
2704	11880	10079
2705	11884	10074
2706	11888	10070
2707	11891	10065
2708	11896	10060
2709	11900	10055
2710	11904	10051
2711	11908	10046
2712	11913	10042
2713	11917	10038
2714	11921	10033
2715	11925	10028
2716	11930	10024
2717	11934	10020
2718	11938	10015
2719	11943	10011
2720	11947	10007
2721	11951	10002
2722	11956	9997
2723	11960	9993
2724	11964	9988
2725	11968	9983
2726	11972	9978
2727	11976	9974
2728	11980	9969
2729	11984	9965
2730	11988	9960
2731	11992	9955
2732	11996	9951
2733	12001	9946
2734	12005	9942
2735	12009	9937
2736	12013	9933
2737	12018	9928
2738	12022	9924
2739	12027	9920
2740	12031	9915
2741	12035	9911
2742	12040	9907
2743	12044	9902
2744	12048	9898
2745	12052	9893
2746	12057	9889
2747	12061	9884
2748	12065	9879
2749	12069	9875
2750	12074	9870
2751	12078	9866
2752	12082	9861
2753	12086	9856
2754	12090	9852
2755	12094	9847
2756	12097	9842
2757	12101	9837
2758	12105	9833
2759	12109	9827
2760	12113	9823
2761	12117	9818
2762	12121	9814
2763	12125	9809
2764	12129	9804
2765	12133	9799
2766	12138	9795
2767	12142	9790
2768	12146	9786
2769	12150	9781
2770	12155	9777
2771	12159	9772
2772	12163	9768
2773	12167	9763
2774	12171	9759
2775	12175	9754
2776	12179	9750
2777	12184	9745
2778	12188	9741
2779	12192	9736
2780	12196	9732
2781	12201	9727
2782	12205	9723
2783	12209	9718
2784	12213	9713
2785	12217	9709
2786	12221	9704
2787	12225	9700
2788	12230	9695
2789	12234	9690
2790	12238	9686
2791	12242	9681
2792	12246	9677
2793	12250	9672
2794	12255	9668
2795	12259	9663
2796	12262	9658
2797	12267	9654
2798	12271	9649
2799	12275	9645
2800	12279	9640
2801	12283	9635
2802	12287	9631
2803	12291	9626
2804	12295	9621
2805	12299	9617
2806	12304	9612
2807	12308	9608
2808	12312	9603
2809	12316	9598
2810	12320	9594
2811	12324	9589
2812	12328	9585
2813	12333	9580
2814	12337	9576
2815	12341	9571
2816	12345	9567
2817	12349	9562
2818	12353	9557
2819	12357	9552
2820	12361	9548
2821	12366	9544
2822	12370	9539
2823	12374	9534
2824	12378	9530
2825	12383	9526
2826	12387	9521
2827	12391	9517
2828	12397	9513
2829	12401	9509
2830	12405	9504
2831	12410	9500
2832	12415	9496
2833	12420	9492
2834	12425	9488
2835	12429	9484
2836	12434	9480
2837	12438	9475
2838	12441	9470
2839	12446	9466
2840	12450	9461
2841	12454	9457
2842	12459	9452
2843	12463	9448
2844	12467	9444
2845	12472	9439
2846	12476	9435
2847	12480	9430
2848	12485	9426
2849	12489	9421
2850	12494	9417
2851	12498	9413
2852	12502	9408
2853	12506	9404
2854	12511	9400
2855	12516	9396
2856	12520	9391
2857	12524	9387
2858	12529	9383
2859	12533	9378
2860	12537	9373
2861	12542	9369
2862	12546	9365
2863	12550	9360
2864	12554	9355
2865	12558	9351
2866	12562	9346
2867	12566	9341
2868	12571	9337
2869	12575	9333
2870	12579	9328
2871	12583	9323
2872	12587	9319
2873	12591	9314
2874	12595	9310
2875	12599	9305
2876	12603	9300
2877	12608	9296
2878	12612	9291
2879	12616	9287
2880	12620	9282
2881	12624	9277
2882	12628	9273
2883	12632	9268
2884	12636	9264
2885	12640	9259
2886	12645	9255
2887	12649	9250
2888	12653	9245
2889	12657	9241
2890	12661	9236
2891	12665	9231
2892	12669	9227
2893	12673	9222
2894	12677	9217
2895	12681	9213
2896	12685	9208
2897	12688	9203
2898	12692	9198
2899	12696	9194
2900	12700	9189
2901	12704	9184
2902	12709	9180
2903	12712	9175
2904	12716	9171
2905	12720	9166
2906	12725	9162
2907	12729	9157
2908	12733	9153
2909	12738	9148
2910	12742	9144
2911	12746	9139
2912	12750	9135
2913	12755	9130
2914	12759	9126
2915	12763	9121
2916	12767	9117
2917	12774	9114
2918	12781	9111
2919	12786	9108
2920	12792	9105
2921	12798	9101
2922	12803	9097
2923	12809	9094
2924	12816	9091
2925	12821	9088
2926	12829	9086
2927	12835	9083
2928	12841	9079
2929	12849	9078
2930	12856	9075
2931	12863	9072
2932	12871	9070
2933	12879	9069
2934	12886	9066
2935	12892	9063
2936	12898	9060
2937	12905	9057
2938	12911	9054
2939	12918	9051
2940	12923	9048
2941	12929	9044
2942	12935	9041
2943	12939	9036
2944	12945	9033
2945	12950	9029
2946	12954	9024
2947	12960	9021
2948	12965	9017
2949	12969	9012
2950	12974	9008
2951	12978	9004
2952	12983	8999
2953	12987	8995
2954	12991	8990
2955	12996	8986
2956	13000	8982
2957	13005	8978
2958	13009	8973
2959	13014	8969
2960	13018	8964
2961	13022	8959
2962	13026	8955
2963	13030	8950
2964	13035	8946
2965	13039	8941
2966	13043	8937
2967	13047	8932
2968	13053	8929
2969	13057	8924
2970	13062	8920
2971	13066	8915
2972	13070	8911
2973	13075	8907
2974	13079	8902
2975	13083	8898
2976	13087	8893
2977	13091	8888
2978	13095	8884
2979	13100	8880
2980	13104	8875
2981	13108	8870
2982	13112	8866
2983	13116	8861
2984	13120	8856
2985	13124	8852
2986	13128	8847
2987	13132	8842
2988	13136	8838
2989	13140	8833
2990	13144	8829
2991	13148	8824
2992	13152	8819
2993	13156	8815
2994	13160	8810
2995	13164	8805
2996	13168	8800
2997	13172	8796
2998	13176	8791
2999	13180	8787
3000	13184	8782
3001	13189	8778
3002	13193	8773
3003	13197	8769
3004	13202	8764
3005	13206	8760
3006	13210	8755
3007	13213	8750
3008	13218	8746
3009	13221	8741
3010	13225	8736
3011	13229	8731
3012	13233	8727
3013	13238	8722
3014	13242	8718
3015	13246	8713
3016	13250	8709
3017	13255	8704
3018	13259	8700
3019	13263	8695
3020	13268	8691
3021	13272	8687
3022	13276	8682
3023	13281	8678
3024	13285	8674
3025	13289	8669
3026	13293	8664
3027	13297	8659
3028	13302	8655
3029	13306	8651
3030	13310	8646
3031	13314	8642
3032	13318	8637
3033	13322	8633
3034	13327	8628
3035	13331	8624
3036	13335	8619
3037	13339	8614
3038	13343	8609
3039	13347	8605
3040	13351	8601
3041	13356	8596
3042	13360	8592
3043	13364	8587
3044	13369	8583
3045	13373	8579
3046	13378	8574
3047	13383	8571
3048	13388	8566
3049	13393	8562
3050	13398	8559
3051	13403	8554
3052	13407	8550
3053	13412	8546
3054	13416	8541
3055	13420	8537
3056	13424	8532
3057	13428	8527
3058	13432	8523
3059	13436	8518
3060	13441	8514
3061	13445	8509
3062	13449	8505
3063	13453	8500
3064	13457	8495
3065	13461	8491
3066	13466	8487
3067	13470	8482
3068	13474	8477
3069	13478	8473
3070	13482	8468
3071	13486	8464
3072	13490	8459
3073	13494	8455
3074	13498	8450
3075	13502	8445
3076	13506	8441
3077	13511	8436
3078	13514	8432
3079	13518	8427
3080	13523	8422
3081	13526	8417
3082	13530	8413
3083	13534	8408
3084	13538	8404
3085	13542	8399
3086	13546	8394
3087	13551	8390
3088	13556	8386
3089	13560	8381
3090	13564	8377
3091	13569	8373
3092	13573	8368
3093	13578	8364
3094	13581	8359
3095	13586	8355
3096	13590	8350
3097	13594	8346
3098	13598	8341
3099	13602	8337
3100	13606	8332
3101	13610	8327
3102	13614	8323
3103	13618	8318
3104	13622	8313
3105	13627	8309
3106	13630	8304
3107	13635	8300
3108	13638	8295
3109	13643	8291
3110	13647	8286
3111	13651	8281
3112	13654	8277
3113	13659	8272
3114	13663	8268
3115	13667	8263
3116	13671	8258
3117	13675	8254
3118	13679	8250
3119	13684	8245
3120	13688	8241
3121	13692	8236
3122	13696	8232
3123	13700	8227
3124	13705	8223
3125	13709	8218
3126	13713	8213
3127	13716	8209
3128	13720	8204
3129	13725	8200
3130	13729	8195
3131	13732	8190
3132	13736	8186
3133	13740	8181
3134	13744	8176
3135	13748	8172
3136	13752	8167
3137	13756	8162
3138	13760	8158
3139	13764	8153
3140	13768	8148
3141	13773	8144
3142	13777	8140
3143	13781	8135
3144	13784	8130
3145	13789	8126
3146	13793	8121
3147	13797	8117
3148	13801	8112
3149	13805	8108
3150	13809	8103
3151	13813	8098
3152	13817	8094
3153	13822	8089
3154	13826	8085
3155	13830	8080
3156	13834	8076
3157	13838	8071
3158	13843	8067
3159	13848	8063
3160	13853	8059
3161	13857	8054
3162	13861	8050
3163	13865	8045
3164	13870	8041
3165	13874	8037
3166	13878	8032
3167	13882	8027
3168	13886	8023
3169	13890	8018
3170	13894	8014
3171	13898	8009
3172	13902	8005
3173	13906	8000
3174	13911	7996
3175	13915	7991
3176	13919	7987
3177	13923	7982
3178	13927	7977
3179	13931	7973
3180	13936	7969
3181	13940	7964
3182	13944	7959
3183	13948	7955
3184	13952	7950
3185	13955	7945
3186	13959	7941
3187	13964	7936
3188	13968	7932
3189	13972	7927
3190	13976	7923
3191	13980	7918
3192	13984	7914
3193	13988	7909
3194	13992	7904
3195	13996	7900
3196	14000	7895
3197	14004	7891
3198	14008	7886
3199	14012	7882
3200	14017	7877
3201	14021	7873
3202	14025	7868
3203	14029	7864
3204	14033	7859
3205	14037	7855
3206	14042	7850
3207	14046	7846
3208	14051	7842
3209	14055	7837
3210	14059	7833
3211	14064	7829
3212	14068	7824
3213	14072	7819
3214	14076	7815
3215	14081	7811
3216	14085	7807
3217	14089	7802
3218	14094	7798
3219	14108	7798
3220	14112	7794
3221	14115	7789
3222	14119	7784
3223	14123	7780
3224	14128	7776
3225	14133	7771
3226	14137	7767
3227	14141	7762
3228	14145	7758
3229	14149	7753
3230	14154	7749
3231	14157	7744
3232	14161	7740
3233	14165	7735
3234	14170	7731
3235	14174	7726
3236	14177	7721
