iter	RMSE
185	0.1810049963
186	0.1808411677
187	0.1807290099
188	0.1806096683
189	0.1805219693
190	0.1804162838
191	0.1803147769
192	0.1802235234
193	0.1801603072
194	0.1800801127
195	0.1799986566
196	0.1799210764
197	0.1798008608
198	0.1797205406
199	0.1796088331
200	0.1795276042
201	0.1794679074
202	0.1793612332
203	0.1792455313
204	0.179164246
205	0.1790563678
206	0.1789916881
207	0.1789046627
208	0.178837467
209	0.1787714872
210	0.178709787
211	0.1786440692
212	0.1785483428
213	0.1785045467
214	0.1783988964
215	0.1783396468
216	0.178282653
217	0.1781903862
218	0.1781292761
219	0.1780705923
220	0.17797847
221	0.1778575067
222	0.1778048456
223	0.1777337412
224	0.177632279
225	0.1775712378
226	0.1775137644
227	0.1774112652
228	0.1773565025
229	0.1773121405
230	0.17721916
231	0.1771023031
232	0.1770187516
233	0.1769973795
234	0.1769191345
235	0.1768603327
236	0.1767839795
237	0.1766837837
238	0.1766368191
239	0.176599104
240	0.1765184172
241	0.1764802325
242	0.1764004551
243	0.1763434933
244	0.1763043147
245	0.1761973359
246	0.1761561208
247	0.1760837588
248	0.176008251
249	0.1759276481
250	0.175837353
251	0.1757738134
252	0.1757331897
253	0.175670693
254	0.175594425
255	0.1755486488
256	0.1754814009
257	0.1754301292
258	0.1753880912
259	0.1753129723
260	0.1752444909
261	0.1751784199
262	0.1750807824
263	0.1750264494
264	0.1749241142
265	0.1748886434
266	0.1748407181
267	0.1747960628
268	0.174760678
269	0.1747268669
270	0.174689792
271	0.1746142103
272	0.1745553773
273	0.1744763914
274	0.1744001209
275	0.174355425
276	0.1742950875
277	0.1742730273
278	0.174220475
279	0.1741520084
280	0.1740921045
281	0.1739849737
282	0.1739217106
283	0.1738486092
284	0.173802649
285	0.1737083149
286	0.1736331583
287	0.1735583264
288	0.1735229445
289	0.1734704898
290	0.1733955289
291	0.1733607509
292	0.1733329867
293	0.1733000865
294	0.1732475209
295	0.1731742466
296	0.1731308442
297	0.1730600096
298	0.1730140548
299	0.1729717449
300	0.1729185015
301	0.1728792611
302	0.1728429535
303	0.1728198268
304	0.1727814473
305	0.1727598265
306	0.1727267311
307	0.1726894205
308	0.1726334704
309	0.1725317581
310	0.172490532
311	0.1724299029
312	0.1723382543
313	0.1722775298
314	0.1722179894
315	0.1721520214
316	0.1720986308
317	0.1720551306
318	0.1719940135
319	0.1719340061
320	0.1718831117
321	0.1718191401
322	0.1717973173
323	0.1717523771
324	0.1716932511
325	0.1716629157
326	0.1716224962
327	0.1715705882
328	0.1715347376
329	0.171501092
330	0.1714786616
331	0.171398553
332	0.1713886762
333	0.1713421597
334	0.1712768683
335	0.1712319105
336	0.1711854385
337	0.1711751207
338	0.1711418491
339	0.1710991504
340	0.1710887342
341	0.1710595326
342	0.1710161121
343	0.1709830868
344	0.1709123892
345	0.1708835212
346	0.1708402205
347	0.1708134906
348	0.1707871835
349	0.1707762053
350	0.1707339432
351	0.1706891797
352	0.1706453624
353	0.1706193296
354	0.1705772498
355	0.1705326755
356	0.1705037322
357	0.1704715343
358	0.1704128622
359	0.1703840134
360	0.1703170498
361	0.1702832255
362	0.1702705814
363	0.1702477279
364	0.1701994726
365	0.1701485859
366	0.1701021629
367	0.1700423644
368	0.1699755675
369	0.1699579895
370	0.1699427395
371	0.1698668824
372	0.1698549985
373	0.1697807781
374	0.1697556482
375	0.169709377
376	0.1696678578
377	0.1696434222
378	0.1696256668
379	0.1695751104
380	0.1695276108
381	0.1694874348
382	0.1694462526
383	0.1694052058
384	0.1693259429
385	0.1693162749
386	0.1692768166
387	0.1692444781
388	0.1691794745
389	0.169109199
390	0.1690878449
391	0.1690596219
392	0.1690301439
393	0.1690189398
394	0.1689849728
395	0.1689620845
396	0.168918455
397	0.1688799889
398	0.1688434044
399	0.1687799374
400	0.1686968038
401	0.168679446
402	0.1686155642
403	0.1686032043
404	0.1685413337
405	0.1685217064
406	0.1684804709
407	0.1684244913
408	0.1684096636
409	0.1683408766
410	0.1683210043
411	0.1682704039
412	0.1682498156
413	0.1682172771
414	0.1681841213
415	0.1681280694
416	0.1680780787
417	0.1680477969
418	0.1679933612
419	0.1679557939
420	0.167911406
421	0.1678437085
422	0.1677554648
423	0.1676862202
424	0.1676229097
425	0.1675745739
426	0.1675123307
427	0.1674460239
428	0.1674012239
429	0.1673372383
430	0.1672966592
431	0.1672766945
432	0.1672469637
433	0.1671854232
434	0.1671373845
435	0.167088811
436	0.1670505898
437	0.1670108677
438	0.166955582
439	0.1669129103
440	0.1668602169
441	0.1668223401
442	0.1667746513
443	0.1666950841
444	0.1666299754
445	0.1665970233
446	0.1665417057
447	0.1664731889
448	0.1664086124
449	0.1663600073
450	0.1663323877
451	0.1662982588
452	0.1662643912
453	0.1662088715
454	0.1661528082
455	0.1661102792
456	0.1660926845
457	0.1660452646
458	0.1660170728
459	0.1659275845
460	0.1658928548
461	0.1658526446
462	0.1657594225
463	0.1656992061
464	0.1656472785
465	0.165587202
466	0.1655330443
467	0.1654760782
468	0.1654088264
469	0.1653736166
470	0.1653096185
471	0.1652675563
472	0.1652043194
473	0.1651573487
474	0.1651345252
475	0.1650801815
476	0.1650072298
477	0.16496762
478	0.1649210946
479	0.1648920588
480	0.1648486512
481	0.1648146795
482	0.164773898
483	0.164737104
484	0.1647024805
485	0.1646593727
486	0.1646116402
487	0.1645733575
488	0.1645263037
489	0.1644475667
490	0.1644227123
491	0.1644000998
492	0.1643345738
493	0.1642761181
494	0.1641941536
495	0.1641354111
496	0.1640737852
497	0.1640092454
498	0.1639654086
499	0.1638988139
500	0.1638626684
501	0.1638166859
502	0.1637645878
503	0.1637407336
504	0.1636889986
505	0.1636691007
506	0.163632709
507	0.1635715922
508	0.1635571791
509	0.1635221655
510	0.1634659398
511	0.1634162231
512	0.1633331312
513	0.1632787047
514	0.1632318297
515	0.1631762477
516	0.1631513535
517	0.1630767972
518	0.1630462756
519	0.1630045102
520	0.1629731316
521	0.1628963133
522	0.1628622715
523	0.1628072292
524	0.1627475687
525	0.1627127848
526	0.1626630898
527	0.1626205657
528	0.1625677811
529	0.1625267917
530	0.1624909066
531	0.1624761033
532	0.162437825
533	0.162379181
534	0.1623270286
535	0.1622850552
536	0.1622246992
537	0.1621877601
538	0.1621280932
539	0.1621000101
540	0.1620752725
541	0.1620504162
542	0.1619844608
543	0.1619386159
544	0.1618925469
545	0.1618301728
546	0.1617665406
547	0.1617326489
548	0.1616740524
549	0.1616282198
550	0.1615783324
551	0.1615272914
552	0.1614694354
553	0.1614275706
554	0.1613780764
555	0.1613063559
556	0.1612467118
557	0.1612360897
558	0.161177012
559	0.1611298825
560	0.161085518
561	0.1610333045
562	0.1609734124
563	0.1609399221
564	0.1608772181
565	0.1608269261
566	0.1607783655
567	0.1607322243
568	0.1607038381
569	0.1606652915
570	0.1605928619
571	0.1605350886
572	0.1604712069
573	0.1604285639
574	0.1603741121
575	0.1603293691
576	0.1602943222
577	0.1602495131
578	0.1602193896
579	0.1601603659
580	0.1601258853
581	0.1600795208
582	0.1600350171
583	0.1599770554
584	0.1599491486
585	0.1599041028
586	0.1598363969
587	0.1597962084
588	0.1597463136
589	0.1596935113
590	0.1596643875
591	0.159624218
592	0.1596032141
593	0.1595733296
594	0.1595262952
595	0.159464051
596	0.1594265047
597	0.159392437
598	0.1593376707
599	0.159293622
600	0.1592610164
601	0.1592257702
602	0.159175115
603	0.1591202319
604	0.159066776
605	0.1590061318
606	0.1589425378
607	0.158881409
608	0.1588479911
609	0.1588237734
610	0.1587647281
611	0.1587277681
612	0.1586681815
613	0.1586327048
614	0.1585999039
615	0.1585416795
616	0.1584949352
617	0.1584316778
618	0.1583694567
619	0.1583049795
620	0.1582707181
621	0.1582419461
622	0.1581957462
623	0.1581418753
624	0.1580979138
625	0.1580742323
626	0.1580397702
627	0.1579955154
628	0.1579719125
629	0.1579341318
630	0.1578964853
631	0.157840331
632	0.1577833399
633	0.1577515835
634	0.1577075743
635	0.1576822559
636	0.1576569425
637	0.157632905
638	0.1575755127
639	0.1575518127
640	0.1575141486
641	0.1574629135
642	0.1574328676
643	0.1573786845
644	0.1573350426
645	0.1573046836
646	0.1572687928
647	0.1572262656
648	0.1572027748
649	0.1571580116
650	0.157098216
651	0.157059173
652	0.1570083514
653	0.1569731132
654	0.156942716
655	0.1569039976
656	0.1568545208
657	0.1568146644
658	0.1567712545
659	0.1567249631
660	0.1567038162
661	0.1566651226
662	0.1566100852
663	0.1565827891
664	0.1565548256
665	0.1565220179
666	0.1564985418
667	0.1564726632
668	0.1564401302
669	0.1564262332
670	0.1563910469
671	0.1563747412
672	0.1563377812
673	0.1562908848
674	0.1562488303
675	0.1562245635
676	0.1561871585
677	0.156151466
678	0.1561317383
679	0.1561039858
680	0.1560588068
681	0.1560316172
682	0.1559918611
683	0.1559546048
684	0.1559333169
685	0.1559142803
686	0.1558602512
687	0.1558303407
688	0.1558241516
689	0.1558036615
690	0.1557761324
691	0.1557299022
692	0.1556489495
693	0.1556210654
694	0.1556149341
695	0.1555788199
696	0.1555416751
697	0.1555033703
698	0.155452747
699	0.1553878919
700	0.155368818
701	0.1553102027
702	0.1552906298
703	0.1552604167
704	0.1551980851
705	0.155160127
706	0.1551344637
707	0.1550990324
708	0.1550669752
709	0.1550183035
710	0.1549620967
711	0.1549339795
712	0.1549033408
713	0.1548736901
714	0.1548429957
715	0.1548115618
716	0.154754527
717	0.1547023512
718	0.1546425802
719	0.1545892123
720	0.1545262146
721	0.1545004234
722	0.1544705855
723	0.1544457414
724	0.1544070246
725	0.1543557124
726	0.1543544093
727	0.1543183591
728	0.1542717014
729	0.1542192062
730	0.1541692359
731	0.1541174937
732	0.1540980208
733	0.1540537976
734	0.1540172766
735	0.1539881061
736	0.153944954
737	0.1539236261
738	0.1538935274
739	0.1538620791
740	0.1538545108
741	0.1538180942
742	0.1537731714
743	0.1537253626
744	0.1536738855
745	0.153635732
746	0.1535860598
747	0.1535575392
748	0.1535233003
749	0.1534671504
750	0.1534169747
751	0.1533700695
752	0.1533503829
753	0.1533174448
754	0.1532938614
755	0.1532648852
756	0.153230336
757	0.1532099477
758	0.1531602125
759	0.1531076632
760	0.1530859835
761	0.1530276555
762	0.1529798381
763	0.1529437604
764	0.1529293216
765	0.1528998782
766	0.1528595944
767	0.1528230406
768	0.1527950931
769	0.1527482764
770	0.1527276832
771	0.1526981381
772	0.1526593806
773	0.1526550859
774	0.1526109466
775	0.1525481678
776	0.1525113179
777	0.1525072591
778	0.1524537053
779	0.1524228077
780	0.1523787166
781	0.1523600543
782	0.1523184038
783	0.1522931068
784	0.1522752968
785	0.15222357
786	0.1522095621
787	0.152177058
788	0.1521542064
789	0.1521294512
790	0.1520668198
791	0.1520211903
792	0.1519967878
793	0.1519756455
794	0.151943569
795	0.1519390432
796	0.1519017325
797	0.1518760239
798	0.1518483565
799	0.151835978
800	0.1517940653
801	0.1517707952
802	0.1517497267
803	0.1517297745
804	0.1516912811
805	0.1516644569
806	0.1516606219
807	0.1516309917
808	0.1516115966
809	0.1515734606
810	0.1515668025
811	0.1515470192
812	0.1515405733
813	0.1515045615
814	0.1514652155
815	0.1514268635
816	0.1513818321
817	0.1513508832
818	0.1513111993
819	0.1512611556
820	0.1512362858
821	0.1512062225
822	0.1511786531
823	0.151154305
824	0.1510929241
825	0.1510698153
826	0.1510451411
827	0.1510335005
828	0.1510030008
829	0.1509571797
830	0.1509317568
831	0.1509142419
832	0.1508677911
833	0.1508082164
834	0.1507756716
835	0.1507292193
836	0.15070535
837	0.1506639634
838	0.1506405007
839	0.1506038756
840	0.1505848375
841	0.1505429102
842	0.1505217467
843	0.1504876108
844	0.1504563211
845	0.1504322362
846	0.1503648471
847	0.1503277483
848	0.1503085595
849	0.1502667087
850	0.1502217235
851	0.1501972857
852	0.1501480229
853	0.1501200398
854	0.1500861997
855	0.150057206
856	0.1500101113
857	0.1499895456
858	0.1499676554
859	0.1499530651
860	0.1499248457
861	0.1499117918
862	0.149908747
863	0.1498809527
864	0.149838611
865	0.1497730413
866	0.1497261931
867	0.1497065825
868	0.1496774731
869	0.1496506076
870	0.1496173866
871	0.1495887942
872	0.1495809071
873	0.1495593248
874	0.1495384177
875	0.1495016487
876	0.1494714168
877	0.1494452072
878	0.1494100213
879	0.1493818537
880	0.1493546067
881	0.1493078696
882	0.1492734283
883	0.1492721894
884	0.1492520713
885	0.1492285509
886	0.1492251497
887	0.1491723821
888	0.1491350445
889	0.1491139599
890	0.1490741743
891	0.149056954
892	0.1490372139
893	0.149008964
894	0.14898588
895	0.1489642779
896	0.1489421283
897	0.1488959329
898	0.1488705425
899	0.1488512444
900	0.1487943111
901	0.1487515327
902	0.1487105358
903	0.1486601487
904	0.1486243687
905	0.1486009892
906	0.1485858226
907	0.1485504523
908	0.148509923
909	0.1484759975
910	0.148442708
911	0.1484252757
912	0.1484118994
913	0.1483617643
914	0.1483307674
915	0.1483151467
916	0.1482914362
917	0.1482498467
918	0.1482034842
919	0.1481636432
920	0.1481353628
921	0.1481110175
922	0.1480858965
923	0.1480675762
924	0.1480447699
925	0.1480317104
926	0.1480113167
927	0.1479880108
928	0.1479499585
929	0.1479290924
930	0.1479070084
931	0.1478754147
932	0.1478293522
933	0.1478166228
934	0.1477808836
935	0.1477314977
936	0.1477079401
937	0.1476730512
938	0.1476333434
939	0.14760116
940	0.14758478
941	0.1475686187
942	0.1475536242
943	0.1475403999
944	0.1475186117
945	0.1475025095
946	0.1474660709
947	0.1474221513
948	0.1473795777
949	0.1473699068
950	0.147349658
951	0.1473275523
952	0.1473025833
953	0.1472810677
954	0.1472518725
955	0.147241657
956	0.1472108665
957	0.1471944796
958	0.1471685305
959	0.1471434642
960	0.1471209804
961	0.1470935061
962	0.1470485015
963	0.1470270269
964	0.1470067537
965	0.1469763262
966	0.1469564618
967	0.1469149514
968	0.1469000365
969	0.1468804795
970	0.1468589977
971	0.1468309927
972	0.1468123161
973	0.1467942027
974	0.1467764935
975	0.1467539109
976	0.1467384519
977	0.1467164252
978	0.1467156186
979	0.1466917089
980	0.1466489456
981	0.1466350867
982	0.1466199433
983	0.1465902591
984	0.1465524856
985	0.146517964
986	0.1464979937
987	0.1464645397
988	0.1464257401
989	0.1463845907
990	0.1463548163
991	0.1463091686
992	0.1462818313
993	0.1462569532
994	0.1462268332
995	0.1461962403
996	0.1461955955
997	0.1461891427
998	0.1461597255
999	0.1461202405
1000	0.1460863054
1001	0.1460440651
1002	0.1460322144
1003	0.1460167227
1004	0.1459895319
1005	0.1459836502
1006	0.1459681565
1007	0.145922299
1008	0.1459185499
1009	0.1459129832
1010	0.1458830388
1011	0.1458459325
1012	0.145815643
1013	0.1457930617
1014	0.1457745293
1015	0.1457555411
1016	0.1457268081
1017	0.1457054638
1018	0.1456774832
1019	0.1456543024
1020	0.1456161979
1021	0.145579354
1022	0.1455597412
1023	0.1455235728
1024	0.1455067288
1025	0.1454799485
1026	0.1454552917
1027	0.1454107279
1028	0.145375588
1029	0.1453531756
1030	0.1453351144
1031	0.145309685
1032	0.1452721531
1033	0.1452405419
1034	0.1452145789
1035	0.1451775123
1036	0.1451435135
1037	0.1451010225
1038	0.1450575643
1039	0.1450379339
1040	0.1450241208
1041	0.1449888421
1042	0.1449558254
1043	0.1449307916
1044	0.144884474
1045	0.1448455874
1046	0.1448210252
1047	0.1448018705
1048	0.14478825
1049	0.1447761216
1050	0.144770859
1051	0.144766023
1052	0.1447265192
1053	0.1447037724
1054	0.1447009073
1055	0.1446694746
1056	0.1446682028
1057	0.1446320383
1058	0.1446054258
1059	0.1445731895
1060	0.1445429381
1061	0.1445157856
1062	0.1445082042
1063	0.1444843192
1064	0.1444666639
1065	0.1444312423
1066	0.1444057085
1067	0.14437082
1068	0.1443500495
1069	0.1443219116
1070	0.1443195624
1071	0.1442774718
1072	0.1442633259
1073	0.1442486248
1074	0.1441980617
1075	0.1441602557
1076	0.1441590198
1077	0.144157656
1078	0.1441566908
1079	0.1441317898
1080	0.1441080563
1081	0.1440782337
1082	0.144039558
1083	0.144000043
1084	0.1439739967
1085	0.1439369132
1086	0.1439023002
1087	0.1438732508
1088	0.1438658287
1089	0.1438376261
1090	0.1438182531
1091	0.1437811021
1092	0.1437632761
1093	0.1437416418
1094	0.1437145954
1095	0.1437009037
1096	0.1436737272
1097	0.1436609569
1098	0.143643224
1099	0.1436169586
1100	0.1435937102
1101	0.143571475
1102	0.1435235231
1103	0.1434847004
1104	0.1434469108
1105	0.1434210243
1106	0.1433936706
1107	0.1433617384
1108	0.1433300796
1109	0.1433030352
1110	0.1432796788
1111	0.1432688556
1112	0.143220035
1113	0.1431727465
1114	0.1431522721
1115	0.1431032606
1116	0.1430878416
1117	0.143060004
1118	0.1430058858
1119	0.1429761326
1120	0.1429487756
1121	0.1429233241
1122	0.1429196518
1123	0.1428913131
1124	0.1428663088
1125	0.1428489925
1126	0.142821937
1127	0.1427908755
1128	0.1427768755
1129	0.1427485671
1130	0.1427125872
1131	0.1426756177
1132	0.1426568688
1133	0.142624804
1134	0.1426108386
1135	0.1425901581
1136	0.1425241903
1137	0.1425023777
1138	0.1424801675
1139	0.142456162
1140	0.1424442698
1141	0.1424005606
1142	0.1423584321
1143	0.1423424864
1144	0.1423280179
1145	0.1423045687
1146	0.1422694096
1147	0.1422459945
1148	0.1422009954
1149	0.1421783345
1150	0.142158476
1151	0.1421422611
1152	0.1421098673
1153	0.142094319
1154	0.142069842
1155	0.1420651818
1156	0.1420587475
1157	0.1420453444
1158	0.1420268926
1159	0.1419733651
1160	0.1419339766
1161	0.1419334434
1162	0.1419069714
1163	0.1418812617
1164	0.1418555618
1165	0.1418319317
1166	0.141792588
1167	0.141773242
1168	0.1417223685
1169	0.1416763932
1170	0.1416546117
1171	0.1416422122
1172	0.1416052842
1173	0.1415728224
1174	0.1415414626
1175	0.141509942
1176	0.1414867632
1177	0.1414635574
1178	0.1414503272
1179	0.1414206449
1180	0.1413826522
1181	0.1413473493
1182	0.1412977274
1183	0.1412711214
1184	0.1412355591
1185	0.1412023461
1186	0.1411881366
1187	0.1411429286
1188	0.1411061576
1189	0.1410894836
1190	0.1410486501
1191	0.1410292652
1192	0.1410071004
1193	0.1409839376
1194	0.1409575021
1195	0.1409345528
1196	0.1409120419
1197	0.1408936745
1198	0.1408861733
1199	0.1408698872
1200	0.1408419035
1201	0.1407947311
1202	0.1407622299
1203	0.1407450443
1204	0.1407444456
1205	0.1407041372
1206	0.1406881831
1207	0.1406753155
1208	0.1406517176
1209	0.1406464016
1210	0.1406116407
1211	0.1405802579
1212	0.1405456
1213	0.140512656
1214	0.1405108573
1215	0.1404954477
1216	0.1404874859
1217	0.1404495483
1218	0.1404364509
1219	0.1404042538
1220	0.140364161
1221	0.1403295742
1222	0.1403221468
1223	0.1403172039
1224	0.1402741876
1225	0.1402661453
1226	0.1402436431
1227	0.1402067315
1228	0.1401753862
1229	0.1401580901
1230	0.1401328184
1231	0.1401201414
1232	0.1401034473
1233	0.1400850462
1234	0.1400661364
1235	0.1400418235
1236	0.1400119144
1237	0.13998692
1238	0.139955524
1239	0.1399439029
1240	0.1399281565
1241	0.1399070194
1242	0.1398791638
1243	0.139859039
1244	0.1398444292
1245	0.1398034589
1246	0.1397846754
1247	0.1397708749
1248	0.1397430176
1249	0.1397129589
1250	0.1396840724
1251	0.1396553277
1252	0.1396394853
1253	0.1395998457
1254	0.1395657887
1255	0.1395373206
1256	0.1395081477
1257	0.1394859424
1258	0.1394684456
1259	0.1394412617
1260	0.1394099654
1261	0.139382934
1262	0.1393446473
1263	0.1393237169
1264	0.1392914768
1265	0.1392685442
1266	0.13924713
1267	0.1392162123
1268	0.1392145289
1269	0.1392019501
1270	0.1391735341
1271	0.1391428268
1272	0.1391302128
1273	0.1391292671
1274	0.1391065304
1275	0.1390735989
1276	0.139073142
1277	0.1390534304
1278	0.1390371737
1279	0.1390137021
1280	0.1389943945
1281	0.1389810541
1282	0.1389313043
1283	0.1389144202
1284	0.1388910074
1285	0.1388759643
1286	0.1388755027
1287	0.1388580969
1288	0.1388321753
1289	0.1388112536
1290	0.1387860256
1291	0.1387589452
1292	0.1387174827
1293	0.1387066394
1294	0.1386802294
1295	0.1386561595
1296	0.1386239019
1297	0.1385874373
1298	0.1385752745
1299	0.1385444796
1300	0.1385251928
1301	0.1384973108
1302	0.1384768983
1303	0.1384624738
1304	0.138449037
1305	0.1384284377
1306	0.1384164552
1307	0.1383898053
1308	0.1383664069
1309	0.138343836
1310	0.138320199
1311	0.1383045849
1312	0.1382616269
1313	0.1382426448
1314	0.1382251459
1315	0.1382004339
1316	0.1381857083
1317	0.1381706288
1318	0.1381445693
1319	0.1381289723
1320	0.1381061976
1321	0.138079025
1322	0.1380401378
1323	0.1380263485
1324	0.1380004662
1325	0.137965874
1326	0.1379429204
1327	0.1379267509
1328	0.1379055628
1329	0.1378864968
1330	0.1378663948
1331	0.1378322341
1332	0.1378202051
1333	0.1377985967
1334	0.1377617997
1335	0.1377401712
1336	0.1377113588
1337	0.1377017039
1338	0.1376859517
1339	0.1376854903
1340	0.1376562271
1341	0.1376327632
1342	0.1376191865
1343	0.1376009603
1344	0.137577291
1345	0.1375446271
1346	0.137531891
1347	0.1375129225
1348	0.1375053695
1349	0.1374697886
1350	0.1374411829
1351	0.1374222671
1352	0.1374216952
1353	0.1373950528
1354	0.1373754972
1355	0.1373518273
1356	0.1373301975
1357	0.137307438
1358	0.1372787771
1359	0.1372590335
1360	0.13723854
1361	0.1372033823
1362	0.1371823821
1363	0.1371675979
1364	0.1371567993
1365	0.1371503273
1366	0.1371219295
1367	0.1371037696
1368	0.1370757411
1369	0.1370355579
1370	0.137006524
1371	0.1369811661
1372	0.1369573426
1373	0.1369124032
1374	0.13688984
1375	0.1368634334
1376	0.1368413301
1377	0.1368283782
1378	0.1368173433
1379	0.1367752013
1380	0.1367392016
1381	0.1367180537
1382	0.1366811776
1383	0.1366577351
1384	0.1366444374
1385	0.1366325824
1386	0.1366120149
1387	0.1365821527
1388	0.1365721516
1389	0.1365462203
1390	0.1365066009
1391	0.1364858811
1392	0.1364784999
1393	0.1364585774
1394	0.136432985
1395	0.1364135247
1396	0.1363867118
1397	0.1363678711
1398	0.1363279677
1399	0.1362917762
1400	0.1362771124
1401	0.1362540235
1402	0.1362273229
1403	0.1362099843
1404	0.1361880546
1405	0.1361800207
1406	0.1361564852
1407	0.1361275339
1408	0.1360891376
1409	0.13607007
1410	0.1360599647
1411	0.136055864
1412	0.1360283043
1413	0.1359921949
1414	0.1359605802
1415	0.1359266639
1416	0.1359022137
1417	0.1358755205
1418	0.135856996
1419	0.1358270363
1420	0.1357950064
1421	0.1357773778
1422	0.1357516734
1423	0.1357308678
1424	0.1357106697
1425	0.1356843947
1426	0.1356703153
1427	0.13565605
1428	0.1356482242
1429	0.1356139677
1430	0.1356101261
1431	0.1355856855
1432	0.135565996
1433	0.1355445636
1434	0.1355199934
1435	0.1355011858
1436	0.1354747031
1437	0.1354643015
1438	0.1354510955
1439	0.1354248124
1440	0.1354041808
1441	0.1353749004
1442	0.1353621669
1443	0.1353338711
1444	0.1353153868
1445	0.1353009508
1446	0.1352859599
1447	0.1352509068
1448	0.1352313431
1449	0.1352206282
1450	0.1351935391
1451	0.1351722609
1452	0.1351619121
1453	0.1351403676
1454	0.1351168385
1455	0.1351054085
1456	0.1350863208
1457	0.1350615346
1458	0.1350494819
1459	0.1350251533
1460	0.1349946814
1461	0.134971193
1462	0.1349480538
1463	0.1349271373
1464	0.134899046
1465	0.1348642891
1466	0.1348302547
1467	0.1348047062
1468	0.1347809976
1469	0.1347477637
1470	0.1347191637
1471	0.1346842695
1472	0.1346574347
1473	0.1346276071
1474	0.1346094394
1475	0.1345842069
1476	0.1345646713
1477	0.1345464902
1478	0.1345179613
1479	0.1344786542
1480	0.1344466366
1481	0.1344267833
1482	0.134401401
1483	0.1343983452
1484	0.1343592249
1485	0.134326759
1486	0.134315449
1487	0.134278967
1488	0.1342489837
1489	0.1342343465
1490	0.1342065834
1491	0.1341927198
1492	0.1341662014
1493	0.1341543921
1494	0.1341236656
1495	0.1340880157
1496	0.1340787212
1497	0.1340758277
1498	0.134035924
1499	0.1340251613
1500	0.1339869318
1501	0.1339571786
1502	0.1339406083
1503	0.1339162173
1504	0.1339019812
1505	0.1338685237
1506	0.1338372814
1507	0.133815676
1508	0.1337889489
1509	0.1337553566
1510	0.1337518836
1511	0.1337502776
1512	0.1337273609
