iter	RMSE
1513	0.1336968334
1514	0.1336718977
1515	0.1336539712
1516	0.1336290815
1517	0.1336162826
1518	0.1335946919
1519	0.1335874221
1520	0.1335786959
1521	0.133543374
1522	0.1335146606
1523	0.1334950955
1524	0.1334608019
1525	0.1334377265
1526	0.1334306719
1527	0.1334116251
1528	0.1333897291
1529	0.133377901
1530	0.1333381699
1531	0.1333081422
1532	0.1332661495
1533	0.1332270177
1534	0.1332038419
1535	0.1331667195
1536	0.1331524394
1537	0.133151337
1538	0.1331128115
1539	0.1330813024
1540	0.1330508501
1541	0.1330046578
1542	0.1329818785
1543	0.1329618621
1544	0.1329532579
1545	0.1329285959
1546	0.1329001282
1547	0.1328754985
1548	0.1328459496
1549	0.1328405051
1550	0.1328147244
1551	0.132798322
1552	0.1327787839
1553	0.1327618467
1554	0.1327578385
1555	0.1327378689
1556	0.1327200848
1557	0.1326918414
1558	0.1326646348
1559	0.132640003
1560	0.1326107346
1561	0.1325786047
1562	0.1325551796
1563	0.132532086
1564	0.1325165648
1565	0.1325073516
1566	0.1324937382
1567	0.1324863351
1568	0.132458427
1569	0.1324312821
1570	0.1324307279
1571	0.1323950104
1572	0.1323629692
1573	0.1323624053
1574	0.1323462696
1575	0.1323278042
1576	0.1323090949
1577	0.1322827947
1578	0.1322559982
1579	0.132242143
1580	0.1322251664
1581	0.1322150523
1582	0.1321774808
1583	0.1321555694
1584	0.1321406989
1585	0.1321197896
1586	0.1320963495
1587	0.132079341
1588	0.1320777772
1589	0.1320455755
1590	0.1320338459
1591	0.1320088245
1592	0.1319922207
1593	0.1319689565
1594	0.1319454283
1595	0.1319372102
1596	0.1319110795
1597	0.1318897896
1598	0.1318548557
1599	0.1318331583
1600	0.1318203803
1601	0.1317914844
1602	0.131777743
1603	0.131761934
1604	0.1317359501
1605	0.1317165209
1606	0.1316818387
1607	0.1316494404
1608	0.1316224349
1609	0.1315930639
1610	0.1315706437
1611	0.1315492846
1612	0.1315173677
1613	0.1315054049
1614	0.131494854
1615	0.1314834589
1616	0.1314636239
1617	0.1314218872
1618	0.1313906544
1619	0.1313680443
1620	0.1313557498
1621	0.1313461957
1622	0.1313306897
1623	0.1313053848
1624	0.1312870864
1625	0.1312474957
1626	0.1312321507
1627	0.1312236702
1628	0.1311950253
1629	0.1311605505
1630	0.1311318082
1631	0.1311127395
1632	0.131095441
1633	0.1310773479
1634	0.1310664594
1635	0.1310566453
1636	0.1310561185
1637	0.1310307524
1638	0.1310073823
1639	0.130993753
1640	0.1309820778
1641	0.1309648635
1642	0.1309399385
1643	0.1309273592
1644	0.1308942962
1645	0.1308684123
1646	0.1308530586
1647	0.130831783
1648	0.1308124084
1649	0.1307733261
1650	0.1307512663
1651	0.1307389523
1652	0.1307262073
1653	0.1307072857
1654	0.1306739664
1655	0.1306459617
1656	0.1306261778
1657	0.1305985939
1658	0.1305770263
1659	0.130566222
1660	0.1305401069
1661	0.1305270916
1662	0.1304991187
1663	0.1304839892
1664	0.1304704056
1665	0.1304542694
1666	0.1304329511
1667	0.1304117438
1668	0.1303855805
1669	0.1303640401
1670	0.1303388612
1671	0.130337742
1672	0.1303270725
1673	0.1302978572
1674	0.1302955895
1675	0.1302686739
1676	0.1302480718
1677	0.1302364935
1678	0.130201533
1679	0.1301725568
1680	0.1301523895
1681	0.1301501902
1682	0.1301237141
1683	0.1301124315
1684	0.130112044
1685	0.1300958136
1686	0.1300723002
1687	0.1300434457
1688	0.1300200694
1689	0.1300071043
1690	0.1299928173
1691	0.1299921575
1692	0.1299775381
1693	0.1299595127
1694	0.1299226804
1695	0.1298962648
1696	0.1298746964
1697	0.1298482432
1698	0.1298160793
1699	0.1297905163
1700	0.1297814504
1701	0.1297663305
1702	0.1297473957
1703	0.1297136945
1704	0.1296895877
1705	0.1296594493
1706	0.1296405511
1707	0.129639669
1708	0.1296261217
1709	0.1296094107
1710	0.1295848317
1711	0.1295608295
1712	0.1295455601
1713	0.1295306603
1714	0.1295103774
1715	0.1294963832
1716	0.1294797412
1717	0.1294492751
1718	0.1294347106
1719	0.1294212864
1720	0.1294053806
1721	0.1293880361
1722	0.1293697457
1723	0.129356417
1724	0.1293219119
1725	0.1293016718
1726	0.1292649259
1727	0.1292389245
1728	0.1292153126
1729	0.1291863546
1730	0.1291656389
1731	0.1291515517
1732	0.1291329043
1733	0.1291236155
1734	0.1291072639
1735	0.1290801773
1736	0.1290546527
1737	0.1290222668
1738	0.1290107826
1739	0.1289815749
1740	0.1289719786
1741	0.12895133
1742	0.1289263453
1743	0.1289207119
1744	0.1288968246
1745	0.1288881101
1746	0.1288665632
1747	0.1288505492
1748	0.1288249165
1749	0.1288022877
1750	0.1287917331
1751	0.1287748873
1752	0.1287530621
1753	0.1287354354
1754	0.1287208753
1755	0.1287005302
1756	0.128677701
1757	0.1286412185
1758	0.1286151322
1759	0.1285906013
1760	0.1285851697
1761	0.1285590888
1762	0.1285356315
1763	0.128513961
1764	0.1284971542
1765	0.1284616903
1766	0.1284478576
1767	0.1284392603
1768	0.1284155933
1769	0.1283911998
1770	0.1283816954
1771	0.1283614977
1772	0.1283481572
1773	0.128329504
1774	0.1282906454
1775	0.1282750771
1776	0.1282578379
1777	0.1282483756
1778	0.1282318837
1779	0.1282296273
1780	0.1281930403
1781	0.1281807678
1782	0.1281712392
1783	0.1281505493
1784	0.1281254612
1785	0.1281138748
1786	0.128103295
1787	0.1280843098
1788	0.1280640079
1789	0.128039043
1790	0.1280091419
1791	0.1279810472
1792	0.1279671114
1793	0.1279357407
1794	0.1279256418
1795	0.1279118506
1796	0.1278988706
1797	0.1278637841
1798	0.1278478301
1799	0.1278333336
1800	0.1278098109
1801	0.127794003
1802	0.1277642139
1803	0.1277543357
1804	0.1277354269
1805	0.1277155411
1806	0.1276971399
1807	0.1276846039
1808	0.1276622893
1809	0.1276451627
1810	0.1276329532
1811	0.1276022322
1812	0.1275666053
1813	0.1275494329
1814	0.1275265039
1815	0.1274980527
1816	0.1274863605
1817	0.127469156
1818	0.1274574408
1819	0.1274399085
1820	0.1274152169
1821	0.1273976509
1822	0.1273850326
1823	0.1273648656
1824	0.1273488217
1825	0.1273152841
1826	0.1272911388
1827	0.1272693046
1828	0.1272541266
1829	0.1272451566
1830	0.1272177501
1831	0.1272041624
1832	0.1271924125
1833	0.127161964
1834	0.1271481489
1835	0.1271158728
1836	0.1270898331
1837	0.1270722423
1838	0.1270520817
1839	0.1270447381
1840	0.1270308512
1841	0.1270078455
1842	0.1269888142
1843	0.1269569559
1844	0.1269427927
1845	0.1269206432
1846	0.126899957
1847	0.1268775391
1848	0.1268641476
1849	0.1268599805
1850	0.1268295226
1851	0.1268074237
1852	0.1267825132
1853	0.1267588219
1854	0.1267506891
1855	0.1267383414
1856	0.1267309295
1857	0.1267032814
1858	0.1266948482
1859	0.1266653928
1860	0.1266464785
1861	0.1266192386
1862	0.126613099
1863	0.1266005125
1864	0.1265927856
1865	0.1265775087
1866	0.1265592456
1867	0.1265400251
1868	0.1265205461
1869	0.1265095728
1870	0.1265012213
1871	0.1264878125
1872	0.126467574
1873	0.126431849
1874	0.1264204586
1875	0.1264110766
1876	0.1263793323
1877	0.1263602716
1878	0.1263422771
1879	0.1263356718
1880	0.126328241
1881	0.1263070624
1882	0.1262862059
1883	0.126269222
1884	0.1262522492
1885	0.1262381412
1886	0.1262249087
1887	0.1261988223
1888	0.1261707008
1889	0.1261616587
1890	0.1261456984
1891	0.1261181373
1892	0.1261160532
1893	0.1260839639
1894	0.1260498081
1895	0.1260348261
1896	0.1260215327
1897	0.1259996704
1898	0.1259829299
1899	0.1259547548
1900	0.1259405134
1901	0.1259199461
1902	0.1259025325
1903	0.1258889158
1904	0.1258625912
1905	0.1258508777
1906	0.1258370733
1907	0.1258161681
1908	0.1257984721
1909	0.1257770258
1910	0.1257541672
1911	0.1257320547
1912	0.1257187532
1913	0.1256855849
1914	0.1256715755
1915	0.1256485347
1916	0.1256357348
1917	0.1256082918
1918	0.1255875682
1919	0.1255692688
1920	0.125544545
1921	0.1255300637
1922	0.1255119273
1923	0.1255016841
1924	0.1254875394
1925	0.1254673
1926	0.1254425567
1927	0.1254210595
1928	0.1253946381
1929	0.1253594538
1930	0.1253346407
1931	0.1253150981
1932	0.1252935273
1933	0.1252781919
1934	0.1252655517
1935	0.1252449496
1936	0.1252220484
1937	0.125191974
1938	0.1251741122
1939	0.1251573267
1940	0.1251400907
1941	0.1251283861
1942	0.1251089984
1943	0.1250864959
1944	0.1250751777
1945	0.1250573449
1946	0.125049103
1947	0.1250316052
1948	0.1250125309
1949	0.1249902779
1950	0.1249801838
1951	0.1249479662
1952	0.1249192451
1953	0.1249054034
1954	0.1248938998
1955	0.124882189
1956	0.1248625138
1957	0.1248419774
1958	0.1248165745
1959	0.1248052307
1960	0.1248049605
1961	0.1247808068
1962	0.1247587484
1963	0.1247387672
1964	0.124732169
1965	0.1247006099
1966	0.1246925747
1967	0.1246680798
1968	0.1246471116
1969	0.1246403799
1970	0.1246325611
1971	0.1246238882
1972	0.1246111258
1973	0.1245836979
1974	0.1245691559
1975	0.1245519066
1976	0.1245482816
1977	0.1245216208
1978	0.1245092104
1979	0.1244994158
1980	0.1244788025
1981	0.1244737811
1982	0.1244453048
1983	0.1244161713
1984	0.1244050098
1985	0.124387005
1986	0.124375132
1987	0.1243494062
1988	0.1243385178
1989	0.1243311444
1990	0.1243259621
1991	0.1243159721
1992	0.1243157234
1993	0.12428739
1994	0.1242681412
1995	0.1242446104
1996	0.1242234803
1997	0.1242048622
1998	0.1241911888
1999	0.1241725323
2000	0.1241587171
2001	0.1241300268
2002	0.1241130293
2003	0.1240971917
2004	0.124078967
2005	0.1240645544
2006	0.1240477144
2007	0.124028396
2008	0.1240069053
2009	0.1239822323
2010	0.1239659881
2011	0.1239408161
2012	0.1239232147
2013	0.1239077714
2014	0.1238746587
2015	0.1238443046
2016	0.1238305321
2017	0.1238171393
2018	0.1237986746
2019	0.1237784821
2020	0.1237557538
2021	0.123747792
2022	0.1237382441
2023	0.1237181654
2024	0.1237116164
2025	0.1236875535
2026	0.1236640275
2027	0.1236422777
2028	0.123635858
2029	0.1236175952
2030	0.1236026523
2031	0.1235780785
2032	0.1235623747
2033	0.1235570659
2034	0.1235347443
2035	0.1235221128
2036	0.1235109333
2037	0.1234881474
2038	0.1234733854
2039	0.1234611876
2040	0.1234454147
2041	0.1234296663
2042	0.123420305
2043	0.1234048733
2044	0.1233838711
2045	0.1233742593
2046	0.1233555916
2047	0.1233459983
2048	0.1233289106
2049	0.1233176017
2050	0.1233067825
2051	0.1232886116
2052	0.1232713618
2053	0.1232637388
2054	0.1232572725
2055	0.1232289674
2056	0.1232115092
2057	0.1231825519
2058	0.123167943
2059	0.1231560948
2060	0.1231506062
2061	0.1231434953
2062	0.1231306034
2063	0.1231210047
2064	0.1231048051
2065	0.1230872998
2066	0.1230829588
2067	0.1230673333
2068	0.1230523382
2069	0.1230331542
2070	0.1230197622
2071	0.1229954267
2072	0.1229832838
2073	0.1229532645
2074	0.1229446269
2075	0.1229217176
2076	0.1229058993
2077	0.1228959626
2078	0.1228806644
2079	0.1228570325
2080	0.122838768
2081	0.1228281299
2082	0.122809927
2083	0.1227898725
2084	0.1227708021
2085	0.1227473491
2086	0.1227373354
2087	0.1227262252
2088	0.1227028462
2089	0.1226805711
2090	0.1226747232
2091	0.1226524581
2092	0.12262532
2093	0.1226053489
2094	0.1226029798
2095	0.1225745787
2096	0.1225718826
2097	0.1225553232
2098	0.1225418437
2099	0.1225335797
2100	0.1225255049
2101	0.1225076228
2102	0.1225021758
2103	0.1224777406
2104	0.1224636014
2105	0.1224507012
2106	0.1224255202
2107	0.1224079526
2108	0.1224008971
2109	0.1223910121
2110	0.1223686408
2111	0.1223478668
2112	0.1223384004
2113	0.1223227931
2114	0.1223091503
2115	0.1223017182
2116	0.1222786352
2117	0.122259708
2118	0.1222499768
2119	0.1222268033
2120	0.1222188474
2121	0.1221977482
2122	0.122183915
2123	0.1221802887
2124	0.1221620985
2125	0.122146076
2126	0.1221301114
2127	0.1221076367
2128	0.1220852837
2129	0.1220710129
2130	0.122046625
2131	0.1220099132
2132	0.1219905177
2133	0.1219711167
2134	0.1219491566
2135	0.1219212359
2136	0.1218978461
2137	0.1218730053
2138	0.1218639342
2139	0.1218517834
2140	0.1218368281
2141	0.1218220896
2142	0.1218061797
2143	0.1217821193
2144	0.12177165
2145	0.1217533222
2146	0.1217317105
2147	0.1217121464
2148	0.1216888426
2149	0.1216779163
2150	0.1216708945
2151	0.1216666602
2152	0.1216420297
2153	0.121617084
2154	0.1215942939
2155	0.121573959
2156	0.1215515671
2157	0.1215446153
2158	0.1215424945
2159	0.1215191238
2160	0.1214992287
2161	0.1214859401
2162	0.1214568715
2163	0.1214473862
2164	0.1214382706
2165	0.1214222772
2166	0.1214015321
2167	0.1213871601
2168	0.1213690699
2169	0.1213656836
2170	0.1213466329
2171	0.121338513
2172	0.1213308904
2173	0.1213230218
2174	0.1212910273
2175	0.1212694287
2176	0.1212457554
2177	0.1212259064
2178	0.1212163395
2179	0.1211844493
2180	0.1211750177
2181	0.1211542335
2182	0.1211384385
2183	0.1211237681
2184	0.1211225594
2185	0.1211097064
2186	0.1211005833
2187	0.1210819386
2188	0.1210693251
2189	0.1210493287
2190	0.1210279022
2191	0.1210150183
2192	0.1210009586
2193	0.1209755393
2194	0.1209561217
2195	0.1209539128
2196	0.1209480101
2197	0.1209246516
2198	0.1209168124
2199	0.1209066278
2200	0.1208874349
2201	0.1208768072
2202	0.1208538389
2203	0.1208410624
2204	0.1208302023
2205	0.1208084627
2206	0.1207911469
2207	0.1207677757
2208	0.1207563254
2209	0.1207434893
2210	0.1207164867
2211	0.120697305
2212	0.1206754599
2213	0.120666668
2214	0.1206424657
2215	0.1206315157
2216	0.1206241871
2217	0.1206051736
2218	0.1205858912
2219	0.1205761996
2220	0.1205655569
2221	0.1205439268
2222	0.1205396348
2223	0.1205220964
2224	0.1205057302
2225	0.1204847095
2226	0.1204740842
2227	0.1204610636
2228	0.1204399733
2229	0.1204243825
2230	0.1204000336
2231	0.120379667
2232	0.1203676055
2233	0.1203401634
2234	0.1203307478
2235	0.1203074737
2236	0.120291073
2237	0.1202800685
2238	0.1202476814
2239	0.1202381118
2240	0.1202158433
2241	0.1202067439
2242	0.1201892346
2243	0.120181264
2244	0.1201618078
2245	0.1201420768
2246	0.1201263853
2247	0.120113566
2248	0.1200905489
2249	0.1200724026
2250	0.1200531771
2251	0.1200406354
2252	0.1200334643
2253	0.1200063364
2254	0.1199944188
2255	0.1199780221
2256	0.1199602332
2257	0.1199600076
2258	0.1199455134
2259	0.1199351693
2260	0.1199240987
2261	0.1199091643
2262	0.119891478
2263	0.119875601
2264	0.1198694875
2265	0.1198648661
2266	0.1198574814
2267	0.1198359854
2268	0.1198357422
2269	0.1198213887
2270	0.1198024732
2271	0.11977541
2272	0.1197613125
2273	0.1197486796
2274	0.1197281737
2275	0.1197141123
2276	0.1196953529
2277	0.1196771877
2278	0.1196702306
2279	0.1196475415
2280	0.1196398621
2281	0.1196350721
2282	0.1196232279
2283	0.1196084797
2284	0.1195915783
2285	0.1195706691
2286	0.1195520098
2287	0.1195466522
2288	0.1195290204
2289	0.119521479
2290	0.1194974188
2291	0.119473761
2292	0.1194537273
2293	0.1194366371
2294	0.1194206698
2295	0.1193987062
2296	0.1193888018
2297	0.1193729411
2298	0.119351078
2299	0.1193328166
2300	0.1193163053
2301	0.1192986221
2302	0.1192832089
2303	0.1192636465
2304	0.1192438512
2305	0.1192202257
2306	0.1192141275
2307	0.1191934693
2308	0.1191818134
2309	0.1191694203
2310	0.1191529956
2311	0.1191289837
2312	0.1191175091
2313	0.1191078758
2314	0.1190878069
2315	0.1190715262
2316	0.1190516009
2317	0.1190326452
2318	0.1190135583
2319	0.1189928601
2320	0.1189697441
2321	0.118960052
2322	0.1189449489
2323	0.1189315782
2324	0.118919638
2325	0.1189068158
2326	0.1188789715
2327	0.1188560083
2328	0.118826041
2329	0.1188056252
2330	0.1187875595
2331	0.1187726704
2332	0.1187687766
2333	0.1187578237
2334	0.1187427923
2335	0.1187339361
2336	0.1187283328
2337	0.1187103231
2338	0.1187019192
2339	0.118696446
2340	0.1186803299
2341	0.1186554231
2342	0.1186335284
2343	0.1186271785
2344	0.1186048856
2345	0.1185961725
2346	0.1185839137
2347	0.1185675956
2348	0.1185418987
2349	0.1185143639
2350	0.1185036826
2351	0.118487084
2352	0.1184703514
2353	0.1184565096
2354	0.1184527499
2355	0.1184396474
2356	0.1184145081
2357	0.1184092861
2358	0.1183996362
2359	0.118368701
2360	0.1183631891
2361	0.1183493896
2362	0.1183160771
2363	0.1183078311
2364	0.1182972726
2365	0.1182773028
2366	0.1182595042
2367	0.1182432536
2368	0.1182234631
2369	0.1182133179
2370	0.1181875641
2371	0.1181591861
2372	0.1181437606
2373	0.1181304876
2374	0.1181178115
2375	0.1180989068
2376	0.118080532
2377	0.1180689375
2378	0.1180569937
2379	0.1180396137
2380	0.1180281784
2381	0.1180068969
2382	0.117990621
2383	0.1179768136
2384	0.1179534518
2385	0.1179405431
2386	0.1179284042
2387	0.1179126707
2388	0.1179005081
2389	0.1178797145
2390	0.1178618908
2391	0.1178422261
2392	0.1178329368
2393	0.1178228091
2394	0.1178049931
2395	0.117789735
2396	0.117772591
2397	0.1177571315
2398	0.1177477523
2399	0.1177393358
2400	0.1177181752
2401	0.1177056874
2402	0.1176953926
2403	0.1176782351
2404	0.1176648343
2405	0.1176527891
2406	0.1176395576
2407	0.1176240085
2408	0.1176067176
2409	0.1175966194
2410	0.1175869454
2411	0.117576889
2412	0.1175564366
2413	0.1175458595
2414	0.1175296126
2415	0.1175164967
2416	0.1174930064
2417	0.1174852952
2418	0.1174732977
2419	0.1174546092
2420	0.1174488229
2421	0.1174360315
2422	0.1174234774
2423	0.1174035514
2424	0.1173842274
2425	0.1173685151
2426	0.1173579434
2427	0.1173532807
2428	0.117346397
2429	0.1173401697
2430	0.1173311332
2431	0.1173146437
2432	0.1173070019
2433	0.1173017698
2434	0.1172735381
2435	0.1172589588
2436	0.1172499528
2437	0.1172345045
2438	0.1172164972
2439	0.1172023872
2440	0.1171889193
2441	0.1171757183
2442	0.1171685636
2443	0.1171631343
2444	0.1171537102
2445	0.117127765
2446	0.1171087192
2447	0.1171035147
2448	0.1170808957
2449	0.1170773831
2450	0.1170535814
2451	0.1170438611
2452	0.1170229049
2453	0.1170037957
2454	0.1169890501
2455	0.116973155
2456	0.1169594219
2457	0.1169457493
2458	0.1169312344
2459	0.116921992
2460	0.1169067834
2461	0.1168910484
2462	0.1168806763
2463	0.1168672702
2464	0.1168590493
2465	0.1168405553
2466	0.1168289998
2467	0.1168031868
2468	0.1167663582
2469	0.1167587593
2470	0.1167378986
2471	0.1167224054
2472	0.1167128491
2473	0.1167008308
2474	0.1166844373
2475	0.1166770727
2476	0.1166568875
2477	0.1166326796
2478	0.1166197728
2479	0.1166026957
2480	0.1165911549
2481	0.1165754192
2482	0.1165569029
2483	0.1165430243
2484	0.1165238761
2485	0.116508484
2486	0.1164854476
2487	0.1164700894
2488	0.1164615177
2489	0.1164416688
2490	0.1164366489
2491	0.1164189478
2492	0.1163971771
2493	0.1163749729
2494	0.116371155
2495	0.1163592348
2496	0.1163322081
2497	0.1163178164
2498	0.1163041556
2499	0.1162877901
2500	0.1162704421
2501	0.116266205
2502	0.1162434042
2503	0.1162307857
2504	0.116208283
2505	0.1162003976
2506	0.1161975027
2507	0.1161883848
2508	0.1161784129
2509	0.1161543201
2510	0.1161411945
2511	0.1161327439
2512	0.1161150261
2513	0.1161043123
2514	0.1160991625
2515	0.1160960374
2516	0.1160677605
2517	0.1160599262
2518	0.1160554316
2519	0.1160476201
2520	0.1160384359
2521	0.1160323087
2522	0.1160157014
2523	0.1160104586
2524	0.1160011658
2525	0.1159847038
2526	0.1159713909
2527	0.1159626538
2528	0.1159545041
2529	0.1159321597
2530	0.1159187508
2531	0.1159124484
2532	0.1159038523
2533	0.1158925325
2534	0.115884153
2535	0.1158755053
2536	0.11585696
2537	0.1158432056
2538	0.1158213844
2539	0.1158182341
2540	0.1158055137
2541	0.115786485
2542	0.115769271
2543	0.1157524388
2544	0.1157304908
2545	0.1157231086
2546	0.115706572
2547	0.1156904871
2548	0.1156776556
2549	0.1156624029
2550	0.115643566
2551	0.1156185479
2552	0.1155998521
2553	0.1155870012
2554	0.1155762101
2555	0.1155592695
2556	0.1155506269
2557	0.11553283
2558	0.1155128105
2559	0.1155012314
2560	0.1154810053
2561	0.1154691175
2562	0.1154495014
2563	0.1154336663
2564	0.1154213004
2565	0.1154032442
2566	0.1153788874
2567	0.1153620641
2568	0.1153550998
2569	0.1153418968
2570	0.1153253837
2571	0.1153092614
2572	0.1152913807
2573	0.1152783557
2574	0.1152730682
2575	0.1152642116
2576	0.1152541585
2577	0.1152431605
2578	0.1152268559
2579	0.1152192021
2580	0.1152131079
2581	0.1152066381
2582	0.1151890008
2583	0.1151720182
2584	0.1151548512
2585	0.1151440041
2586	0.1151275717
2587	0.1151196655
2588	0.1151116257
2589	0.1150934945
2590	0.1150797724
2591	0.1150618226
2592	0.115050482
2593	0.1150381493
2594	0.1150204819
2595	0.1150006629
2596	0.114980813
2597	0.1149776468
2598	0.1149628039
2599	0.114949746
2600	0.1149358274
2601	0.1149041206
2602	0.1148955352
2603	0.1148763113
2604	0.1148676522
2605	0.1148554386
2606	0.1148427584
2607	0.114838694
2608	0.1148272302
2609	0.1148080934
2610	0.1147958989
2611	0.114786394
2612	0.1147644961
2613	0.1147495672
2614	0.1147323658
2615	0.1147266632
2616	0.1147190458
2617	0.1147044181
2618	0.1146962238
2619	0.1146815616
2620	0.1146679251
2621	0.1146494403
2622	0.1146404597
2623	0.1146311122
2624	0.1146136293
2625	0.1146019204
2626	0.1145964367
2627	0.1145902764
2628	0.1145806707
2629	0.1145642345
2630	0.1145608005
2631	0.1145548965
2632	0.1145300276
2633	0.1145238291
2634	0.1145183929
2635	0.1145004235
2636	0.1144932142
2637	0.1144785644
2638	0.1144536203
2639	0.1144367829
2640	0.1144232508
2641	0.1144009881
2642	0.114390634
2643	0.1143847881
2644	0.114364457
2645	0.1143514362
2646	0.1143430674
2647	0.1143322977
2648	0.1143215422
2649	0.1143041876
2650	0.114284098
2651	0.1142672862
2652	0.1142491673
2653	0.114234341
2654	0.1142105291
2655	0.1141915638
2656	0.1141717647
2657	0.1141627515
2658	0.1141506093
2659	0.1141343181
2660	0.1141240867
2661	0.1141140202
2662	0.1140966653
2663	0.1140832333
2664	0.1140686759
2665	0.1140557162
2666	0.1140503067
2667	0.1140411011
2668	0.1140359391
2669	0.1140197239
2670	0.11400721
2671	0.1140005002
2672	0.1139887435
2673	0.1139754548
2674	0.1139607307
2675	0.1139374029
2676	0.1139224524
2677	0.1139090218
2678	0.1139016101
2679	0.1138845123
2680	0.1138627382
2681	0.1138519632
2682	0.1138407836
2683	0.1138392689
2684	0.1138274838
2685	0.1138115159
2686	0.1138009458
2687	0.1137952341
2688	0.1137778166
2689	0.1137651419
2690	0.1137524192
2691	0.1137321929
2692	0.1137194603
2693	0.1137062826
2694	0.1136867881
2695	0.1136659265
2696	0.1136549833
2697	0.1136492969
2698	0.1136427301
2699	0.1136380781
2700	0.1136315258
2701	0.1136174621
2702	0.113608411
2703	0.1135950985
2704	0.1135781174
2705	0.1135552945
2706	0.1135483784
2707	0.1135401949
2708	0.1135225995
2709	0.1135088045
2710	0.1135036551
2711	0.1134960161
2712	0.1134798978
2713	0.1134644062
2714	0.1134548407
2715	0.1134321728
2716	0.1134137628
2717	0.1133932041
2718	0.1133740601
2719	0.1133662876
2720	0.113353593
2721	0.1133356009
2722	0.1133258218
2723	0.1133161874
2724	0.1132935083
2725	0.1132865182
2726	0.113268044
2727	0.1132524952
2728	0.1132344108
2729	0.1132169207
2730	0.1131932034
2731	0.1131820735
2732	0.1131757736
2733	0.1131582399
2734	0.113143186
2735	0.1131271551
2736	0.1131184396
2737	0.1131125798
2738	0.1131091025
2739	0.1130994479
2740	0.1130817418
2741	0.11306377
2742	0.1130477507
2743	0.1130281682
2744	0.1130114271
2745	0.1130023337
2746	0.1129880589
2747	0.1129815341
2748	0.112965706
2749	0.1129425152
2750	0.1129270455
2751	0.1129189979
2752	0.112904697
2753	0.1128924492
2754	0.1128850748
2755	0.1128693891
2756	0.1128610471
2757	0.1128506844
2758	0.1128332469
2759	0.1128330291
2760	0.1128182817
2761	0.1128003643
2762	0.1127859572
2763	0.1127662387
2764	0.112756334
2765	0.112742605
2766	0.1127289513
2767	0.1127130924
2768	0.112693215
2769	0.1126829013
2770	0.1126703955
2771	0.1126518595
2772	0.1126386218
2773	0.1126286027
2774	0.1126201754
2775	0.1125956539
2776	0.1125821543
2777	0.1125558741
2778	0.1125428925
2779	0.1125375073
2780	0.1125228589
2781	0.1124917291
2782	0.1124817245
2783	0.1124676848
2784	0.1124501407
2785	0.1124233303
2786	0.1123952817
2787	0.1123748897
2788	0.112368704
2789	0.1123511222
2790	0.1123307559
2791	0.1123169377
2792	0.1123076942
2793	0.1122989639
2794	0.1122947357
2795	0.1122837046
2796	0.1122751105
2797	0.1122635005
2798	0.1122470363
2799	0.1122280819
2800	0.1122121545
2801	0.1121913897
2802	0.1121839092
2803	0.1121598064
2804	0.1121340013
2805	0.1121141435
2806	0.1121060431
2807	0.1120964829
2808	0.1120862639
2809	0.1120721463
2810	0.1120543674
2811	0.1120313797
2812	0.1120184212
2813	0.1120066732
2814	0.1119927714
2815	0.1119861482
2816	0.1119688476
2817	0.1119615077
2818	0.1119409252
2819	0.1119244813
2820	0.1119181542
2821	0.1119003561
2822	0.1118876746
2823	0.1118818644
2824	0.1118609267
2825	0.1118447295
2826	0.1118414616
2827	0.1118361848
2828	0.1118233457
2829	0.1118140821
2830	0.1118003716
2831	0.1117829687
2832	0.1117686743
2833	0.1117488798
2834	0.1117366857
2835	0.1117218436
2836	0.1116929691
2837	0.1116803402
2838	0.1116618539
2839	0.1116512701
2840	0.1116282292
2841	0.1116148968
2842	0.1115942718
2843	0.1115848851
2844	0.1115596228
2845	0.1115510672
2846	0.1115336737
2847	0.1115256204
2848	0.1115114085
2849	0.1114994758
2850	0.1114807443
2851	0.1114713612
2852	0.1114535749
2853	0.1114393643
2854	0.1114304498
2855	0.111413829
2856	0.1113991061
2857	0.111383387
2858	0.1113757839
2859	0.1113664405
2860	0.1113567421
2861	0.1113446733
2862	0.1113383043
2863	0.1113222327
2864	0.1113058628
2865	0.1112946091
2866	0.1112784997
2867	0.1112576254
2868	0.1112483677
2869	0.1112231423
2870	0.1112112937
2871	0.1111958309
2872	0.1111872137
2873	0.1111756789
2874	0.1111694628
2875	0.1111519734
2876	0.1111500864
2877	0.1111311712
2878	0.1111072023
2879	0.1110868588
2880	0.1110800676
2881	0.1110612384
2882	0.1110423456
2883	0.1110240164
2884	0.1110087534
2885	0.1109944189
2886	0.1109837836
2887	0.110977178
2888	0.1109690493
2889	0.1109596687
2890	0.1109415062
2891	0.1109331017
2892	0.110921331
2893	0.1109011779
2894	0.1108896011
2895	0.1108707208
2896	0.1108629599
2897	0.1108571262
2898	0.1108348262
2899	0.1108307215
2900	0.1108155836
2901	0.1108018845
2902	0.1107856859
2903	0.1107759253
2904	0.1107615854
2905	0.1107477118
2906	0.1107318544
2907	0.1107194256
2908	0.1107158406
2909	0.1107053982
2910	0.1106972781
2911	0.110682919
2912	0.1106716062
2913	0.1106579606
2914	0.1106416314
2915	0.1106338381
2916	0.1106182718
2917	0.1106087139
2918	0.1105926411
2919	0.1105774438
2920	0.1105687319
2921	0.1105617077
2922	0.1105500468
2923	0.1105282236
